Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Recommended For,Recommended By,Owned Copies,Original Purchase Date,Original Purchase Location,Condition,Condition Description,BCID
321552,The Agony and the Ecstasy,Irving Stone,"Stone, Irving",,"=""0451171357""","=""9780451171351""",0,4.07,Signet,Mass Market Paperback,776,1987,1958,,2019/04/23,to-read,to-read (#668),to-read,,,,0,,,0,,,,,
14568987,The Art Forger,B.A. Shapiro,"Shapiro, B.A.",,"=""1616201320""","=""9781616201326""",0,3.71,Algonquin Books,Hardcover,360,2012,2012,,2019/04/23,to-read,to-read (#667),to-read,,,,0,,,0,,,,,
91760,The Diary of Frida Kahlo: An Intimate Self-Portrait,Frida Kahlo,"Kahlo, Frida","Carlos Fuentes, Sarah M. Lowe","=""0810959542""","=""9780810959545""",0,3.86,Harry N. Abrams,Hardcover,296,2005,1995,,2019/04/23,to-read,to-read (#666),to-read,,,,0,,,0,,,,,
52372,On Photography,Susan Sontag,"Sontag, Susan",,"=""0141187166""","=""9780141187167""",0,3.81,Penguin,Paperback,224,1979,1973,,2019/04/23,to-read,to-read (#665),to-read,,,,0,,,0,,,,,
19596,Color: A Natural History of the Palette,Victoria Finlay,"Finlay, Victoria",,"=""0812971426""","=""9780812971422""",0,3.78,Random House Trade Paperbacks,Paperback,464,2003,2003,,2019/04/23,to-read,to-read (#664),to-read,,,,0,,,0,,,,,
276287,M.C. Escher: The Graphic Work,M.C. Escher,"Escher, M.C.",Bruce Brooks Pfeiffer,"=""3822858641""","=""9783822858646""",0,3.9,Taschen,Paperback,92,2001,1956,,2019/04/23,to-read,to-read (#663),to-read,,,,0,,,0,,,,,
102920,Understanding Comics: The Invisible Art,Scott McCloud,"McCloud, Scott",,"=""006097625X""","=""9780060976255""",0,3.97,William Morrow Paperbacks,Paperback,215,1994,1993,,2019/04/23,to-read,to-read (#662),to-read,,,,0,,,0,,,,,
395233,The Letters of Vincent van Gogh,Vincent van Gogh,"Gogh, Vincent van","Ronald de Leeuw, Arnold J. Pomerans","=""0140446745""","=""9780140446746""",0,4.02,Penguin Classics,Paperback,528,1997,1914,,2019/04/23,to-read,to-read (#661),to-read,,,,0,,,0,,,,,
10505,History of Beauty,Umberto Eco,"Eco, Umberto","Girolamo De Michele, Alastair McEwen, Agnolo di Cosimo Bronzino","=""0847826465""","=""9780847826469""",0,3.77,Rizzoli,Hardcover,432,2004,2004,,2019/04/23,to-read,to-read (#660),to-read,,,,0,,,0,,,,,
17333223,The Goldfinch,Donna Tartt,"Tartt, Donna",,"=""0316055433""","=""9780316055437""",0,3.9,"Little, Brown",Hardcover,771,2013,2013,,2019/04/23,to-read,to-read (#659),to-read,,,,0,,,0,,,,,
857502,Concerning the Spiritual in Art,Wassily Kandinsky,"Kandinsky, Wassily",,"=""0486234118""","=""9780486234113""",0,3.81,Dover Publications,Paperback,80,1977,1912,,2019/04/23,to-read,to-read (#658),to-read,,,,0,,,0,,,,,
6988014,Seven Days in the Art World,Sarah Thornton,"Thornton, Sarah",,"=""039333712X""","=""9780393337129""",0,3.58,W. W. Norton & Company,Paperback,320,2009,2008,,2019/04/23,to-read,to-read (#657),to-read,,,,0,,,0,,,,,
187633,Art and Fear: Observations on the Perils (and Rewards) of Artmaking,David Bayles,"Bayles, David",Ted Orland,"=""0961454733""","=""9780961454739""",0,3.7,Image Continuum Press,Paperback,122,2001,1993,,2019/04/23,to-read,to-read (#656),to-read,,,,0,,,0,,,,,
567616,The Art Book,Phaidon Press,"Press, Phaidon",,"=""0714836257""","=""9780714836256""",0,3.81,Phaidon Press,Paperback,515,1997,1997,,2019/04/23,to-read,to-read (#655),to-read,,,,0,,,0,,,,,
2865,Girl with a Pearl Earring,Tracy Chevalier,"Chevalier, Tracy",,"=""0452287022""","=""9780452287020""",0,3.87,Plume/Penguin,Paperback,233,2005,2000,,2019/04/23,to-read,to-read (#654),to-read,,,,0,,,0,,,,,
615570,The Artist's Way,Julia Cameron,"Cameron, Julia",,"=""1585421464""","=""9781585421466""",0,3.9,TarcherPerigee,Paperback,237,2002,1992,,2019/04/23,to-read,to-read (#653),to-read,,,,0,,,0,,,,,
114683,Wall and Piece,Banksy,"Banksy, Banksy",,"=""1844137872""","=""9781844137879""",0,3.84,Century,Paperback,240,2006,1988,,2019/04/23,to-read,to-read (#652),to-read,,,,0,,,0,,,,,
13099738,Steal Like an Artist: 10 Things Nobody Told You About Being Creative,Austin Kleon,"Kleon, Austin",,"=""0761169253""","=""9780761169253""",0,3.9,Workman Publishing Company,Paperback,160,2012,2012,,2019/04/23,to-read,to-read (#651),to-read,,,,0,,,0,,,,,
627206,The New Drawing on the Right Side of the Brain,Betty Edwards,"Edwards, Betty",,"=""0874774241""","=""9780874774245""",0,3.85,Tarcher,Paperback,291,1999,1979,,2019/04/23,to-read,to-read (#650),to-read,,,,0,,,0,,,,,
222078,The Story of Art,E.H. Gombrich,"Gombrich, E.H.",,"=""071483355X""","=""9780714833552""",0,3.89,Phaidon Press,Hardcover,688,1995,1950,,2019/04/23,to-read,to-read (#649),to-read,,,,0,,,0,,,,,
2784,Ways of Seeing,John Berger,"Berger, John",,"=""0140135154""","=""9780140135152""",0,3.77,Penguin,Paperback,176,1990,1972,,2019/04/23,to-read,to-read (#648),to-read,,,,0,,,0,,,,,
204041,"Naruto, Vol. 11: Impassioned Efforts (Naruto, #11)",Masashi Kishimoto,"Kishimoto, Masashi",Frances Wall,"=""1421502410""","=""9781421502410""",0,4.51,VIZ Media LLC,Paperback,208,2006,2002,,2019/04/23,to-read,to-read (#647),to-read,,,,0,,,0,,,,,
400631,"Naruto, Vol. 08: Life-and-Death Battles (Naruto, #8)",Masashi Kishimoto,"Kishimoto, Masashi",,"=""1421501244""","=""9781421501246""",0,4.33,VIZ Media LLC,Paperback,192,2005,2001,,2019/04/23,to-read,to-read (#646),to-read,,,,0,,,0,,,,,
2883,"Bleach, Volume 12",Tite Kubo,"Kubo, Tite",,"=""1421504030""","=""9781421504032""",0,4.36,VIZ Media LLC,Paperback,208,2006,2004,,2019/04/23,to-read,to-read (#645),to-read,,,,0,,,0,,,,,
568488,"Naruto, Vol. 09: Neji vs. Hinata (Naruto, #9)",Masashi Kishimoto,"Kishimoto, Masashi",,"=""1421502399""","=""9781421502397""",0,4.48,VIZ Media LLC,Paperback,208,2006,2001,,2019/04/23,to-read,to-read (#644),to-read,,,,0,,,0,,,,,
217376,"The Wallflower, Vol. 1 (The Wallflower, #1)",Tomoko Hayakawa,"Hayakawa, Tomoko",David Ury,"=""0345479122""","=""9780345479129""",0,4.12,Del Rey,Paperback,207,2004,2000,,2019/04/23,to-read,to-read (#642),to-read,,,,0,,,0,,,,,
204040,"Naruto, Vol. 12: The Great Flight (Naruto, #12)",Masashi Kishimoto,"Kishimoto, Masashi",,"=""1421502429""","=""9781421502427""",0,4.43,VIZ Media LLC,Paperback,208,2006,2002,,2019/04/23,to-read,to-read (#643),to-read,,,,0,,,0,,,,,
21895563,"Attack on Titan, Vol. 12",Hajime Isayama,"Isayama, Hajime",,"=""""","=""""",0,4.54,,Kindle Edition,192,2014,2013,,2019/04/23,to-read,to-read (#640),to-read,,,,0,,,0,,,,,
2882,"Bleach, Volume 11",Tite Kubo,"Kubo, Tite",,"=""1421502712""","=""9781421502717""",0,4.36,VIZ Media LLC,Paperback,208,2006,2003,,2019/04/23,to-read,to-read (#641),to-read,,,,0,,,0,,,,,
23566799,"僕のヒーローアカデミア 1 [Boku No Hero Academia 1] (My Hero Academia, #1)",Kohei Horikoshi,"Horikoshi, Kohei",Kohei Horikoshi,"=""4088802640""","=""9784088802640""",0,4.46,集英社,Paperback,192,2014,2014,,2019/04/23,to-read,to-read (#639),to-read,,,,0,,,0,,,,,
271248,"Bleach, Volume 09",Tite Kubo,"Kubo, Tite",,"=""1591169240""","=""9781591169246""",0,4.27,VIZ Media LLC,Paperback,200,2005,2003,,2019/04/23,to-read,to-read (#638),to-read,,,,0,,,0,,,,,
17450822,"進撃の巨人 8 [Shingeki no Kyojin 8] (Attack on Titan, #8)",Hajime Isayama,"Isayama, Hajime",Hajime Isayama,"=""4063847128""","=""9784063847123""",0,4.51,講談社,Paperback,192,2012,2012,,2019/04/23,to-read,to-read (#637),to-read,,,,0,,,0,,,,,
900267,"Naruto, Vol. 10: A Splendid Ninja (Naruto, #10)",Masashi Kishimoto,"Kishimoto, Masashi",,"=""1421502402""","=""9781421502403""",0,4.38,VIZ Media LLC,Paperback,208,2006,2001,,2019/04/23,to-read,to-read (#636),to-read,,,,0,,,0,,,,,
1157452,"MeruPuri, Vol. 1 (MeruPuri, #1)",Matsuri Hino,"Hino, Matsuri",,"=""1421501201""","=""9781421501208""",0,4.11,VIZ Media  ,Paperback,192,2005,2002,,2019/04/23,to-read,to-read (#634),to-read,,,,0,,,0,,,,,
7921923,"Black Butler, Vol. 7 (Black Butler, #7)",Yana Toboso,"Toboso, Yana",,"=""""","=""9789792769173""",0,4.56,PT Elex Media Komputindo,Paperback,173,2010,2009,,2019/04/23,to-read,to-read (#635),to-read,,,,0,,,0,,,,,
8163161,"Ouran High School Host Club, Vol. 15 (Ouran High School Host Club, #15)",Bisco Hatori,"Hatori, Bisco",,"=""1421536706""","=""9781421536705""",0,4.54,VIZ Media  ,Paperback,183,2010,2009,,2019/04/23,to-read,to-read (#632),to-read,,,,0,,,0,,,,,
13729,"Bleach, Volume 10",Tite Kubo,"Kubo, Tite",,"=""1421500817""","=""9781421500812""",0,4.28,VIZ Media LLC,Paperback,208,2005,2003,,2019/04/23,to-read,to-read (#633),to-read,,,,0,,,0,,,,,
364956,"One Piece, Volume 02: Buggy the Clown (One Piece, #2)",Eiichiro Oda,"Oda, Eiichiro","Jason Thompson, Andy Nakatani","=""159116057X""","=""9781591160571""",0,4.35,VIZ Media LLC,Paperback,193,2003,1998,,2019/04/23,to-read,to-read (#631),to-read,,,,0,,,0,,,,,
6735082,"Bakuman, Band 1: Traum und Realität",Tsugumi Ohba,"Ohba, Tsugumi","Takeshi Obata, Diana Hammermeister","=""3867197571""","=""9783867197571""",0,4.17,Tokyopop,Paperback,208,2009,2009,,2019/04/23,to-read,to-read (#630),to-read,,,,0,,,0,,,,,
82638,"Fullmetal Alchemist, Vol. 13 (Fullmetal Alchemist, #13)",Hiromu Arakawa,"Arakawa, Hiromu",Akira Watanabe,"=""1421511584""","=""9781421511580""",0,4.61,VIZ Media LLC,Paperback,192,2007,2006,,2019/04/23,to-read,to-read (#628),to-read,,,,0,,,0,,,,,
7759872,"Black Butler, Vol. 6 (Black Butler, #6)",Yana Toboso,"Toboso, Yana",,"=""""","=""9789792767414""",0,4.55,PT Elex Media Komputindo,Paperback,158,2010,2009,,2019/04/23,to-read,to-read (#629),to-read,,,,0,,,0,,,,,
16012,"Paradise Kiss, Vol. 1 (Paradise Kiss, #1)",Ai Yazawa,"Yazawa, Ai",,"=""1931514607""","=""9781931514606""",0,4.1,TokyoPop,Paperback,181,2002,2000,,2019/04/23,to-read,to-read (#627),to-read,,,,0,,,0,,,,,
23686,"Ranma ½, Vol. 1 (Ranma ½ (US 2nd), #1)",Rumiko Takahashi,"Takahashi, Rumiko",,"=""1569319626""","=""9781569319628""",0,4.15,VIZ Media LLC,Paperback,304,2003,1988,,2019/04/23,to-read,to-read (#626),to-read,,,,0,,,0,,,,,
17694052,"ワンパンマン 1 [Wanpanman 1] (Onepunch-Man, #1)",ONE,"ONE, ONE","Yusuke Murata, 村田雄介","=""408870701X""","=""9784088707013""",0,4.48,集英社 (Shueisha),Paperback,200,2012,2012,,2019/04/23,to-read,to-read (#625),to-read,,,,0,,,0,,,,,
6606855,"Deadman Wonderland, Vol. 1 (Deadman Wonderland, #1)",Jinsei Kataoka,"Kataoka, Jinsei",Kazuma Kondou,"=""1427817413""","=""9781427817419""",0,4.18,TokyoPop,Paperback,215,2010,2007,,2019/04/23,to-read,to-read (#624),to-read,,,,0,,,0,,,,,
526672,"Fullmetal Alchemist, Vol. 15 (Fullmetal Alchemist, #15)",Hiromu Arakawa,"Arakawa, Hiromu",Akira Watanabe,"=""1421513803""","=""9781421513805""",0,4.6,VIZ Media LLC,Paperback,192,2007,2006,,2019/04/23,to-read,to-read (#623),to-read,,,,0,,,0,,,,,
568592,"Fushigi Yûgi: The Mysterious Play, Vol. 1: Priestess",Yuu Watase,"Watase, Yuu",Yuji Oniki,"=""1569314063""","=""9781569314067""",0,4.07,VIZ Media,Paperback,197,1999,1992,,2019/04/23,to-read,to-read (#621),to-read,,,,0,,,0,,,,,
15798166,"Attack on Titan, Vol. 4 (Attack on Titan, #4)",Hajime Isayama,"Isayama, Hajime",,"=""1612622534""","=""9781612622538""",0,4.42,Kodansha Comics,Paperback,192,2013,2011,,2019/04/23,to-read,to-read (#622),to-read,,,,0,,,0,,,,,
22447379,"東京喰種トーキョーグール 4 [Tokyo Guru 4] (Tokyo Ghoul, #4)",Sui Ishida,"Ishida, Sui",石田 スイ,"=""4088794206""","=""9784088794204""",0,4.43,集英社,Paperback,192,2012,2012,,2019/04/23,to-read,to-read (#620),to-read,,,,0,,,0,,,,,
868,"Fullmetal Alchemist, Vol. 3 (Fullmetal Alchemist, #3)",Hiromu Arakawa,"Arakawa, Hiromu",Akira Watanabe,"=""1591169259""","=""9781591169253""",0,4.56,VIZ Media LLC,Paperback,192,2005,2002,,2019/04/23,to-read,to-read (#619),to-read,,,,0,,,0,,,,,
400629,"Naruto, Vol. 07: The Path You Should Tread (Naruto, #7)",Masashi Kishimoto,"Kishimoto, Masashi",,"=""1591168759""","=""9781591168751""",0,4.43,VIZ Media LLC,Paperback,192,2005,2001,,2019/04/23,to-read,to-read (#618),to-read,,,,0,,,0,,,,,
2876033,"Ouran High School Host Club, Vol. 11 (Ouran High School Host Club, #11)",Bisco Hatori,"Hatori, Bisco",Masumi Matsumoto,"=""1421522551""","=""9781421522555""",0,4.52,VIZ Media  ,Paperback,190,2008,2007,,2019/04/23,to-read,to-read (#616),to-read,,,,0,,,0,,,,,
17883512,"進撃の巨人 10 [Shingeki no Kyojin 10] (Attack on Titan, #10)",Hajime Isayama,"Isayama, Hajime",Hajime Isayama,"=""4063848396""","=""9784063848397""",0,4.51,講談社,Paperback,192,2013,2013,,2019/04/23,to-read,to-read (#617),to-read,,,,0,,,0,,,,,
6801652,"Vampire Knight, Vol. 9 (Vampire Knight, #9)",Matsuri Hino,"Hino, Matsuri",Tomo Kimura,"=""1421531720""","=""9781421531724""",0,4.31,VIZ Media LLC,Paperback,208,2010,2008,,2019/04/23,to-read,to-read (#615),to-read,,,,0,,,0,,,,,
6406109,"Ouran High School Host Club, Vol. 13 (Ouran High School Host Club, #13)",Bisco Hatori,"Hatori, Bisco",,"=""1421526735""","=""9781421526737""",0,4.51,VIZ Media ,Paperback,194,2009,2008,,2019/04/23,to-read,to-read (#614),to-read,,,,0,,,0,,,,,
271258,"Bleach, Volume 08",Tite Kubo,"Kubo, Tite",,"=""1591168724""","=""9781591168720""",0,4.35,VIZ Media LLC,Paperback,200,2005,2003,,2019/04/23,to-read,to-read (#613),to-read,,,,0,,,0,,,,,
26422,"Fullmetal Alchemist, Vol. 14 (Fullmetal Alchemist, #14)",Hiromu Arakawa,"Arakawa, Hiromu",Akira Watanabe,"=""142151379X""","=""9781421513799""",0,4.59,VIZ Media LLC,Paperback,192,2007,2006,,2019/04/23,to-read,to-read (#612),to-read,,,,0,,,0,,,,,
568478,"Naruto, Vol. 06: Predator (Naruto, #6)",Masashi Kishimoto,"Kishimoto, Masashi",,"=""1591167396""","=""9781591167396""",0,4.37,VIZ Media LLC,Paperback,192,2005,2001,,2019/04/23,to-read,to-read (#611),to-read,,,,0,,,0,,,,,
6162282,"Ouran High School Host Club, Vol. 12 (Ouran High School Host Club, #12)",Bisco Hatori,"Hatori, Bisco",,"=""1421526727""","=""9781421526720""",0,4.55,VIZ Media  ,Paperback,179,2009,2008,,2019/04/23,to-read,to-read (#610),to-read,,,,0,,,0,,,,,
17450840,"進撃の巨人 9 [Shingeki no Kyojin 9] (Attack on Titan, #9)",Hajime Isayama,"Isayama, Hajime",Hajime Isayama,"=""4063847764""","=""9784063847765""",0,4.46,講談社,Paperback,192,2012,2012,,2019/04/23,to-read,to-read (#609),to-read,,,,0,,,0,,,,,
271266,"Bleach, Volume 05",Tite Kubo,"Kubo, Tite",,"=""1591164451""","=""9781591164456""",0,4.3,VIZ Media LLC,Paperback,192,2005,2002,,2019/04/23,to-read,to-read (#607),to-read,,,,0,,,0,,,,,
7663586,"Black Butler, Vol. 5 (Black Butler, #5)",Yana Toboso,"Toboso, Yana",,"=""""","=""9789792764550""",0,4.49,PT Elex Media Komputindo,Paperback,192,2010,2008,,2019/04/23,to-read,to-read (#607),to-read,,,,0,,,0,,,,,
3769623,"ヴァンパイア騎士 7 (Vampire Knight, #7)",Matsuri Hino,"Hino, Matsuri",,"=""459218307X""","=""9784592183075""",0,4.32,白泉社,Paperback,198,2008,2007,,2019/04/23,to-read,to-read (#608),to-read,,,,0,,,0,,,,,
569346,"Full Moon o Sagashite, Vol. 1",Arina Tanemura,"Tanemura, Arina",Tomo Kimura,"=""1591169283""","=""9781591169284""",0,4.05,VIZ Media LLC,Paperback,208,2005,2001,,2019/04/23,to-read,to-read (#605),to-read,,,,0,,,0,,,,,
23506,"Fullmetal Alchemist, Vol. 11 (Fullmetal Alchemist, #11)",Hiromu Arakawa,"Arakawa, Hiromu",Akira Watanabe,"=""1421508389""","=""9781421508382""",0,4.59,VIZ Media LLC,Paperback,192,2007,2005,,2019/04/23,to-read,to-read (#606),to-read,,,,0,,,0,,,,,
1025039,"Mars, Vol. 1",Fuyumi Soryo,"Soryo, Fuyumi",,"=""1931514585""","=""9781931514583""",0,4.1,Tokyopop,Paperback,200,2002,1996,,2019/04/23,to-read,to-read (#604),to-read,,,,0,,,0,,,,,
511240,"Yotsuba&!, Vol. 1 (Yotsuba&! #1)",Kiyohiko Azuma,"Azuma, Kiyohiko",あずま きよひこ,"=""1413903177""","=""9781413903171""",0,4.33,ADV Manga,Paperback,224,2005,2003,,2019/04/23,to-read,to-read (#603),to-read,,,,0,,,0,,,,,
18077957,"Attack on Titan, Vol. 11 (Attack on Titan, #11)",Hajime Isayama,"Isayama, Hajime",,"=""1612626777""","=""9781612626772""",0,4.51,Kodansha Comics,Paperback,192,2014,2013,,2019/04/23,to-read,to-read (#602),to-read,,,,0,,,0,,,,,
6419566,"Beast Master, Vol. 1 (Beast Master, #1)",Kyousuke Motomi,"Motomi, Kyousuke",,"=""1421532018""","=""9781421532011""",0,4.19,VIZ Media LLC,Paperback,192,2009,2001,,2019/04/23,to-read,to-read (#601),to-read,,,,0,,,0,,,,,
7972098,"Black Butler, Vol. 4 (Black Butler, #4)",Yana Toboso,"Toboso, Yana",Tomo Kimura,"=""031608428X""","=""9780316084284""",0,4.44,Yen Press,Paperback,192,2011,2008,,2019/04/23,to-read,to-read (#600),to-read,,,,0,,,0,,,,,
866,"Fullmetal Alchemist, Vol. 9 (Fullmetal Alchemist, #9)",Hiromu Arakawa,"Arakawa, Hiromu",Akira Watanabe,"=""142150460X""","=""9781421504605""",0,4.57,VIZ Media LLC,Paperback,192,2006,2004,,2019/04/23,to-read,to-read (#599),to-read,,,,0,,,0,,,,,
1631156,"Ouran High School Host Club, Vol. 10 (Ouran High School Host Club, #10)",Bisco Hatori,"Hatori, Bisco",,"=""1421519291""","=""9781421519296""",0,4.52,VIZ Media  ,Paperback,200,2008,2007,,2019/04/23,to-read,to-read (#597),to-read,,,,0,,,0,,,,,
485092,"Ouran High School Host Club, Vol. 8 (Ouran High School Host Club, #8)",Bisco Hatori,"Hatori, Bisco",,"=""1421511614""","=""9781421511610""",0,4.48,VIZ Media ,Paperback,184,2007,2006,,2019/04/23,to-read,to-read (#598),to-read,,,,0,,,0,,,,,
20748818,"東京喰種トーキョーグール 3 [Tokyo Guru 3] (Tokyo Ghoul, #3)",Sui Ishida,"Ishida, Sui",石田 スイ,"=""4088793579""","=""9784088793573""",0,4.43,集英社,Paperback,192,2012,2012,,2019/04/23,to-read,to-read (#596),to-read,,,,0,,,0,,,,,
1896346,"High School Debut, Vol. 01 (High School Debut, #1)",Kazune Kawahara,"Kawahara, Kazune",,"=""1421514818""","=""9781421514819""",0,4.09,"VIZ Media, LLC",Paperback,179,2008,2004,,2019/04/23,to-read,to-read (#595),to-read,,,,0,,,0,,,,,
485090,"Ouran High School Host Club, Vol. 9 (Ouran High School Host Club, #9)",Bisco Hatori,"Hatori, Bisco",,"=""1421514044""","=""9781421514048""",0,4.51,VIZ Media ,Paperback,184,2007,2006,,2019/04/23,to-read,to-read (#593),to-read,,,,0,,,0,,,,,
568472,"Naruto, Vol. 04: Hero’s Bridge (Naruto, #4)",Masashi Kishimoto,"Kishimoto, Masashi",,"=""1591163587""","=""9781591163589""",0,4.45,VIZ Media LLC,Paperback,200,2004,2000,,2019/04/23,to-read,to-read (#594),to-read,,,,0,,,0,,,,,
204045,"Naruto, Vol. 05: The Challengers (Naruto, #5)",Masashi Kishimoto,"Kishimoto, Masashi",,"=""1591163595""","=""9781591163596""",0,4.46,VIZ Media LLC,Paperback,181,2004,2000,,2019/04/23,to-read,to-read (#592),to-read,,,,0,,,0,,,,,
8230409,"Kamisama Kiss, Vol. 1 (Kamisama Kiss, #1)",Julietta Suzuki,"Suzuki, Julietta",Tomo Kimura,"=""1421536382""","=""9781421536385""",0,4.38,VIZ Media,Paperback,200,2010,2008,,2019/04/23,to-read,to-read (#590),to-read,,,,0,,,0,,,,,
485091,"Ouran High School Host Club, Vol. 7 (Ouran High School Host Club, #7)",Bisco Hatori,"Hatori, Bisco",,"=""1421508648""","=""9781421508641""",0,4.48,VIZ Media  ,Paperback,200,2006,2005,,2019/04/23,to-read,to-read (#591),to-read,,,,0,,,0,,,,,
229145,"Cardcaptor Sakura, Vol. 1 (Cardcaptor Sakura, #1)",CLAMP,"CLAMP, CLAMP",Maria Simpson,"=""1591828783""","=""9781591828785""",0,4.31,Tokyopop,Paperback,200,2004,1996,,2019/04/23,to-read,to-read (#589),to-read,,,,0,,,0,,,,,
485093,"Ouran High School Host Club, Vol. 6 (Ouran High School Host Club, #6)",Bisco Hatori,"Hatori, Bisco",,"=""1421505843""","=""9781421505848""",0,4.47,VIZ Media ,Paperback,208,2006,2005,,2019/04/23,to-read,to-read (#588),to-read,,,,0,,,0,,,,,
17450811,"進撃の巨人 7 [Shingeki no Kyojin 7] (Attack on Titan, #7)",Hajime Isayama,"Isayama, Hajime",Hajime Isayama,"=""4063846520""","=""9784063846522""",0,4.48,講談社,Paperback,192,2012,2012,,2019/04/23,to-read,to-read (#587),to-read,,,,0,,,0,,,,,
271265,"Bleach, Volume 04",Tite Kubo,"Kubo, Tite",,"=""1591164443""","=""9781591164449""",0,4.28,VIZ Media LLC,Paperback,200,2004,2002,,2019/04/23,to-read,to-read (#586),to-read,,,,0,,,0,,,,,
3765336,"ヴァンパイア騎士 6 (Vampire Knight, #6)",Matsuri Hino,"Hino, Matsuri",,"=""4592183061""","=""9784592183068""",0,4.34,白泉社,Paperback,196,2007,2007,,2019/04/23,to-read,to-read (#585),to-read,,,,0,,,0,,,,,
82637,"Fullmetal Alchemist, Vol. 7 (Fullmetal Alchemist, #7)",Hiromu Arakawa,"Arakawa, Hiromu",Akira Watanabe,"=""1421504588""","=""9781421504582""",0,4.57,VIZ Media LLC,Paperback,200,2006,2002,,2019/04/23,to-read,to-read (#584),to-read,,,,0,,,0,,,,,
16071864,"Attack on Titan, Vol. 5 (Attack on Titan, #5)",Hajime Isayama,"Isayama, Hajime",,"=""1612622542""","=""9781612622545""",0,4.45,Kodansha Comics,Paperback,192,2013,2011,,2019/04/23,to-read,to-read (#582),to-read,,,,0,,,0,,,,,
475276,"D.N.Angel, Vol. 1 (D.N.Angel, #1)",Yukiru Sugisaki,"Sugisaki, Yukiru",,"=""159182799X""","=""9781591827993""",0,4,TokyoPop,Paperback,184,2004,1997,,2019/04/23,to-read,to-read (#583),to-read,,,,0,,,0,,,,,
